ID;tahun_lahir;Pendidikan;Status_pernikahan;Pendapatan;jumlah_anak;jumlah_remaja;tanggal_pendaftaran;recency;Spent_wine;Spent_buah;Spent_daging;Spent_ikan;Spent_emas
6287;1986;Graduation;Together;34728;1;0;30/07/2013;2;14;0;16;0;6
5985;1965;Master;Single;33168;0;1;13/10/2012;0;80;1;37;0;3
4754;1966;Master;Married;33585;0;1;25/09/2013;91;30;11;33;13;29
4002;1960;PhD;Married;77037;0;1;13/10/2013;3;463;96;333;168;10
8870;1984;Graduation;Together;35196;1;0;13/11/2012;68;75;12;141;43;187
966;1966;Graduation;Married;44529;0;1;05/07/2013;98;538;13;91;17;26
4767;1965;2n Cycle;Married;70924;0;0;07/04/2014;41;635;114;254;132;76
9725;1966;PhD;Together;28764;1;1;05/06/2014;16;8;0;3;0;1
4475;1949;PhD;Married;69098;0;0;16/02/2013;82;1315;22;780;145;178
5740;1970;2n Cycle;Divorced;25959;1;1;14/02/2013;1;4;2;12;7;26
5731;1983;Master;Married;27100;1;0;05/04/2013;64;12;0;13;2;10
7290;1985;Graduation;Single;70596;0;0;05/10/2012;68;347;44;534;17;26
3846;1974;Graduation;Married;42557;0;1;29/08/2012;98;192;5;53;0;15
8104;1951;PhD;Married;53312;0;0;09/08/2013;32;241;0;12;0;25
4507;1952;Graduation;Single;72228;0;0;27/11/2012;87;631;28;491;30;56
11013;1987;Graduation;Together;67605;0;0;31/03/2013;84;336;28;282;184;54
4491;1949;Master;Married;62845;1;1;01/10/2012;3;1099;0;45;0;34
3759;1958;Graduation;Together;65196;0;2;25/07/2013;34;743;19;181;12;200
1162;1987;PhD;Single;42000;0;0;10/01/2013;23;124;83;267;85;35
2055;1973;PhD;Divorced;35860;1;1;19/05/2014;37;15;0;8;4;20
10766;1964;PhD;Married;65526;0;1;11/04/2014;22;397;19;69;12;9
4415;1961;Graduation;Married;16860;1;1;12/09/2012;19;10;4;4;3;14
3005;1992;Graduation;Single;83528;0;0;01/05/2014;7;530;117;678;134;147
2223;1965;2n Cycle;Divorced;64176;0;1;03/08/2012;52;1215;33;249;64;149
4817;1956;Graduation;Divorced;22304;0;0;04/08/2012;91;3;2;7;0;2
2875;1978;Graduation;Married;67023;0;0;04/03/2014;93;444;44;382;11;17
10536;1971;PhD;Together;32892;1;0;25/05/2014;78;26;0;15;2;2
11112;1966;Graduation;Together;70713;0;1;03/12/2012;23;736;114;279;82;190
3807;1955;Graduation;Together;59925;0;1;30/11/2012;83;473;21;176;19;56
9197;1953;Graduation;Married;39722;0;1;24/02/2014;92;32;0;5;2;8
10832;1958;Graduation;Together;46610;0;0;18/07/2013;4;288;10;30;4;125
6421;1961;Graduation;Together;88347;0;0;03/07/2013;32;1050;178;555;77;118
4207;1981;PhD;Married;87171;0;0;01/05/2013;27;1001;44;107;58;44
577;1976;2n Cycle;Together;26907;1;1;20/08/2013;10;9;1;7;0;2
10855;1968;Master;Single;50014;1;0;22/01/2014;9;234;14;77;19;42
3081;1978;PhD;Married;41014;1;0;22/04/2013;65;7;2;6;2;3
3535;1965;Graduation;Single;66294;0;0;17/03/2014;68;251;108;334;65;117
247;1971;Graduation;Married;36715;1;0;17/11/2012;16;172;10;125;21;16
8707;1956;Graduation;Married;79456;0;0;22/08/2012;12;565;42;548;64;99
9523;1982;Graduation;Together;40479;1;0;17/08/2013;95;5;0;8;2;0
6072;1970;Master;Single;75345;0;0;02/02/2013;16;918;57;842;99;133
6295;1977;Graduation;Married;54233;0;1;04/02/2013;46;652;8;158;21;142
10914;1970;Graduation;Single;24163;1;1;12/10/2013;3;4;1;7;2;2
1509;1958;PhD;Together;84460;0;0;04/01/2013;80;152;27;103;106;81
5577;1983;Graduation;Together;43776;1;0;03/05/2014;77;8;0;9;2;3
7348;1958;PhD;Single;71691;0;0;17/03/2014;0;336;130;411;240;43
1127;1973;PhD;Married;85844;0;0;29/05/2014;62;938;19;843;25;38
1833;1974;PhD;Single;39190;1;0;26/04/2014;91;68;8;18;19;12
4944;1959;Graduation;Together;71367;0;0;23/08/2013;24;227;23;389;42;75
9080;1972;PhD;Single;38578;1;1;22/06/2013;2;38;4;22;3;3
6466;1965;PhD;Married;57236;1;1;12/03/2014;22;105;0;9;2;4
9964;1979;Graduation;Single;61825;0;1;07/08/2013;56;162;50;100;55;27
4790;1958;Graduation;Divorced;79803;0;1;02/06/2014;54;574;8;216;21;33
10245;1986;2n Cycle;Single;80910;0;0;31/10/2012;71;160;80;369;67;41
1109;1982;Master;Together;27590;1;0;23/04/2013;38;6;0;5;0;1
6001;1979;Graduation;Married;56775;0;1;02/01/2013;62;614;35;160;58;35
5538;1975;Graduation;Divorced;83829;0;0;08/10/2013;78;897;161;430;186;27
10552;1979;2n Cycle;Married;54210;0;1;20/05/2013;18;70;54;109;80;45
1545;1986;Graduation;Married;38508;1;0;02/08/2013;95;120;19;206;25;54
7409;1970;Graduation;Together;53187;1;0;26/10/2013;66;211;2;30;7;10
4444;1972;Graduation;Married;30023;1;0;24/03/2014;28;11;0;16;7;21
146;1960;PhD;Single;76045;0;0;15/11/2013;78;760;53;400;17;0
6271;1952;PhD;Married;50870;0;1;19/06/2014;13;53;0;8;0;2
10065;1970;2n Cycle;Married;15315;0;0;03/08/2013;27;7;4;13;15;17
4741;1974;2n Cycle;Married;65463;1;0;30/01/2014;17;391;32;70;21;16
246;1965;Graduation;Married;66480;1;1;31/05/2014;71;199;9;57;20;6
375;1954;Graduation;Divorced;76773;0;0;25/02/2013;79;516;56;449;86;16
1524;1983;2n Cycle;Single;81698;0;0;01/03/2013;1;709;45;115;30;45
10022;1973;PhD;Single;54466;1;1;09/02/2014;78;12;0;4;0;0
7451;1960;Master;Single;98777;0;0;17/02/2014;23;1000;19;711;125;38
11010;1984;PhD;Single;16269;1;0;30/08/2013;75;19;3;18;3;0
4356;1971;Graduation;Together;71819;0;1;28/08/2013;70;1224;28;140;0;168
3885;1983;PhD;Married;33569;1;0;16/10/2013;10;16;2;18;3;24
1175;1983;Master;Married;36262;0;0;20/09/2013;24;88;39;54;64;153
880;1966;Basic;Together;22634;0;0;16/01/2013;47;2;23;11;8;46
2320;1978;2n Cycle;Married;47025;0;1;12/09/2013;98;508;11;59;23;29
850;1968;Graduation;Single;70566;0;1;06/10/2013;4;381;28;215;84;21
4713;1979;PhD;Married;31605;1;0;22/11/2012;15;74;0;42;2;6
675;1973;Master;Divorced;52034;1;1;17/05/2013;67;146;0;93;7;73
5025;1979;Graduation;Single;48526;1;0;24/12/2013;32;23;17;23;43;9
2308;1954;Graduation;Married;46734;0;1;18/11/2012;40;110;5;137;26;29
5995;1962;Graduation;Divorced;39552;1;1;18/12/2012;54;165;3;147;4;41
6749;1966;Graduation;Single;86358;1;1;08/08/2012;78;957;47;494;82;95
1010;1977;Graduation;Together;46931;2;1;24/04/2014;94;41;0;17;3;16
8977;1985;Basic;Single;16581;0;0;12/01/2013;51;1;3;4;2;11
4756;1952;2n Cycle;Divorced;63998;0;0;20/12/2013;42;176;29;818;0;112
3412;1951;Master;Married;67381;0;1;15/01/2013;67;815;8;53;11;70
606;1967;Graduation;Single;25930;1;1;10/10/2013;87;6;1;2;2;4
5961;1978;Graduation;Married;42693;1;0;07/06/2014;29;8;4;20;6;16
2975;1976;Graduation;Together;85606;0;1;12/11/2012;89;717;42;864;219;84
2894;1985;Graduation;Single;72903;0;0;29/10/2013;74;1067;138;750;0;39
7613;1974;2n Cycle;Together;49669;1;0;24/05/2014;97;166;5;107;11;29
10542;1968;PhD;Married;36778;1;1;05/08/2012;63;29;4;34;2;4
8015;1962;PhD;Divorced;85696;0;0;03/05/2013;88;714;76;395;116;12
10617;1989;Master;Divorced;10979;0;0;22/05/2014;34;8;4;10;2;4
11166;1961;Graduation;Married;49678;0;1;02/02/2013;81;229;5;56;3;20
849;1953;Master;Together;56129;0;1;20/06/2013;65;320;48;133;39;48
523;1989;Graduation;Married;37155;1;0;31/01/2013;51;23;0;26;7;3
4066;1978;2n Cycle;Divorced;21282;1;0;11/05/2014;76;1;5;8;4;20
8414;1962;PhD;Single;33419;0;1;17/08/2013;76;56;0;12;0;18
819;1945;Graduation;Widow;63285;0;0;05/11/2013;84;508;124;249;50;134
4961;1974;Master;Together;21255;1;0;21/01/2014;56;29;0;25;2;3
749;1981;Graduation;Together;42162;1;0;19/11/2013;31;46;7;59;2;27
5430;1956;Graduation;Together;54450;1;1;14/09/2012;0;454;0;171;8;32
7755;1954;PhD;Married;57744;0;1;12/11/2013;91;350;3;39;0;19
10525;1986;Graduation;Single;26576;1;0;13/10/2012;40;10;0;8;0;9
1453;1943;PhD;Widow;57513;0;0;06/07/2013;59;735;40;183;52;30
8310;1964;Graduation;Together;68142;0;1;29/08/2012;96;897;126;196;91;37
10710;1979;Graduation;Married;7500;0;1;29/08/2012;61;5;2;3;3;5
5031;1974;Graduation;Together;83145;0;0;22/09/2012;14;777;35;731;39;114
2613;1960;Master;Married;54197;0;1;03/04/2014;16;162;6;37;6;13
213;1963;PhD;Single;23091;1;1;28/05/2014;98;35;0;11;0;2
967;1976;Graduation;Married;46049;1;1;21/07/2013;11;342;9;112;19;19
1077;1974;Graduation;Together;56715;0;0;05/12/2012;52;258;105;239;237;9
7959;1961;Graduation;Married;79410;0;0;29/05/2014;19;658;80;483;123;13
640;1951;Graduation;Married;57304;0;1;11/03/2013;61;356;80;329;138;106
4252;1965;Graduation;Married;44375;0;1;23/03/2014;73;213;5;28;7;41
8432;1956;Graduation;Together;54450;1;1;14/09/2012;0;454;0;171;8;32
6218;1965;Graduation;Married;59594;0;1;20/10/2012;74;457;4;29;0;9
6905;1994;Graduation;Together;80685;0;0;22/08/2012;55;241;45;604;34;54
5922;1974;PhD;Married;40344;0;1;13/10/2013;48;210;0;6;0;2
3598;1972;Graduation;Married;62710;0;1;23/05/2013;53;441;35;83;7;11
6116;1968;2n Cycle;Married;48985;0;1;05/07/2013;13;19;13;18;10;8
6263;1968;Graduation;Together;35322;1;2;22/08/2012;34;28;9;37;12;13
10486;1948;Graduation;Married;77142;0;0;29/05/2013;54;476;75;162;29;97
2410;1969;Graduation;Single;81657;0;0;22/01/2014;69;364;40;425;158;50
193;1996;Basic;Married;14421;0;0;17/02/2014;81;0;0;2;3;8
3363;1974;2n Cycle;Married;20130;0;0;17/03/2014;99;0;6;3;7;12
8278;1990;PhD;Married;74214;0;0;26/08/2012;3;863;83;547;86;33
10660;1957;Master;Married;66726;1;1;12/01/2014;61;349;7;35;0;47
8686;1979;Basic;Together;23724;1;0;08/01/2013;65;5;23;15;0;14
1604;1960;Master;Married;47353;0;1;13/11/2013;93;184;2;19;8;4
5907;1952;Master;Married;33444;1;1;03/11/2012;24;8;0;8;0;2
10669;1981;Graduation;Married;54386;0;1;17/05/2013;8;277;21;64;62;25
2918;1981;Graduation;Divorced;28510;1;1;13/04/2013;72;44;5;19;0;19
5735;1991;Master;Single;90638;0;0;13/02/2014;29;1156;120;915;94;96
359;1950;Graduation;Together;48070;0;1;13/01/2013;33;373;14;83;6;19
8387;1957;Graduation;Married;43140;0;1;05/01/2013;68;134;8;76;6;11
1829;1961;PhD;Divorced;54959;0;1;19/01/2013;55;1148;0;60;0;24
3839;1958;Basic;Single;15056;1;1;03/05/2013;76;6;12;3;21;40
9392;1971;Graduation;Single;26954;1;0;08/05/2014;17;4;1;11;0;1
2292;1985;Graduation;Single;22327;1;0;02/08/2013;94;5;4;8;2;5
10466;1965;Graduation;Married;44393;1;1;22/08/2013;86;24;2;20;2;10
9855;1952;PhD;Single;62000;0;1;25/08/2013;25;899;0;101;0;20
4088;1962;PhD;Together;31497;0;1;06/12/2012;22;108;1;28;13;4
5231;1974;2n Cycle;Married;45894;0;2;27/02/2014;15;27;2;7;0;13
590;1970;Master;Divorced;78579;0;0;22/12/2012;35;816;66;549;216;99
8732;1969;Master;Widow;67369;0;1;17/11/2012;81;1298;0;70;37;42
2315;1960;Graduation;Divorced;58401;0;1;20/04/2014;55;10;0;11;17;29
3515;1952;Graduation;Single;62307;0;1;17/02/2014;94;87;13;34;10;10
2245;1969;Master;Married;43641;1;1;22/04/2013;50;57;2;51;4;23
6283;1968;Master;Divorced;63841;0;1;21/04/2013;64;635;15;100;20;131
2246;1965;2n Cycle;Married;46891;0;1;01/09/2013;91;43;12;23;29;61
6606;1969;Master;Married;70091;1;0;31/03/2013;11;964;34;137;15;11
5545;1972;PhD;Married;78075;0;0;05/04/2014;72;572;8;259;34;80
7342;1961;2n Cycle;Widow;59184;0;1;09/09/2012;6;341;142;113;259;66
837;1977;Graduation;Married;54809;1;1;11/09/2013;0;63;6;57;13;22
9500;1959;Graduation;Married;58113;0;1;25/01/2013;66;221;104;169;102;84
3602;1958;Master;Married;51412;0;1;31/12/2013;42;140;3;29;4;14
234;1979;Graduation;Divorced;15287;1;0;10/10/2012;60;1;2;8;4;13
2995;1957;Master;Together;66636;0;0;17/08/2013;64;291;10;689;84;0
1118;1956;Master;Married;50965;0;1;20/02/2013;87;544;13;85;8;29
7789;1965;PhD;Married;84618;0;0;22/11/2013;96;684;100;801;21;0
3068;1990;Graduation;Married;18351;0;0;29/10/2013;1;1;12;9;0;7
8955;1957;PhD;Together;40451;0;2;16/02/2014;54;35;0;4;0;10
945;1965;Graduation;Together;36317;0;1;22/05/2013;53;87;3;25;3;13
5644;1957;Graduation;Together;42213;0;1;12/10/2013;96;309;3;24;4;20
7192;1955;Graduation;Together;65748;0;1;15/04/2013;58;172;73;93;95;34
2324;1972;Graduation;Together;77044;0;1;27/10/2013;12;625;38;242;50;76
697;1969;Graduation;Together;74918;0;0;12/03/2013;78;972;59;913;25;59
3439;1972;Graduation;Married;56721;1;1;31/10/2012;64;157;6;39;6;75
1506;1975;Graduation;Single;42160;1;1;28/06/2013;26;48;9;45;3;20
232;1965;Graduation;Single;61559;0;1;17/07/2013;8;279;83;88;32;34
8876;1963;PhD;Together;33629;1;1;08/08/2012;49;132;0;16;0;4
4500;1991;PhD;Together;68682;0;0;06/10/2013;56;919;0;505;99;45
9739;1963;Graduation;Single;34377;0;1;19/01/2013;55;62;0;22;3;26
10395;1986;Basic;Single;8940;1;0;22/08/2012;25;1;45;3;4;42
1176;1973;Graduation;Married;26228;1;0;22/09/2013;50;2;6;4;3;9
1627;1957;2n Cycle;Divorced;77297;0;0;26/01/2013;84;408;61;109;48;41
938;1981;Graduation;Married;40211;1;1;30/07/2013;30;51;1;7;2;25
2740;1958;PhD;Widow;33438;1;1;22/09/2013;81;62;1;16;3;6
257;1959;PhD;Married;75032;0;1;28/04/2013;74;952;12;180;47;12
4058;1955;PhD;Single;61284;0;0;12/10/2013;76;618;15;106;20;45
7736;1986;Graduation;Married;22518;1;0;22/10/2012;36;11;7;12;2;27
8210;1975;Master;Married;54730;0;1;15/08/2013;64;318;3;17;4;56
833;1955;Master;Married;38452;1;1;30/03/2014;62;56;0;14;0;2
6230;1971;Graduation;Divorced;44421;1;1;15/02/2013;53;110;5;59;7;7
7325;1986;PhD;Together;38197;1;0;29/06/2013;86;23;0;11;2;3
1307;1978;Graduation;Divorced;41986;0;1;09/02/2014;15;27;5;8;8;12
1502;1983;Graduation;Together;28427;1;0;21/03/2013;67;18;3;19;3;6
6211;1976;PhD;Together;37395;1;0;02/05/2014;47;18;0;9;0;11
843;1971;Graduation;Married;64722;1;0;26/05/2014;47;303;0;280;60;15
4174;1956;Master;Together;55249;0;1;17/04/2014;81;97;1;19;2;11
9757;1972;Graduation;Together;84906;0;0;04/10/2013;98;997;15;414;99;76
6918;1989;Graduation;Married;28691;1;0;04/07/2013;56;5;4;13;8;4
286;1952;Graduation;Single;44213;1;1;29/11/2013;48;95;11;35;0;7
11086;1984;Basic;Single;25707;1;0;18/01/2014;18;1;6;2;3;3
1921;1967;PhD;Married;59062;2;1;03/10/2013;74;46;1;12;3;9
4138;1962;Graduation;Single;76624;0;1;24/05/2014;68;411;106;147;54;66
7718;1947;Master;Together;66000;0;0;20/04/2014;36;244;51;270;101;45
1291;1978;PhD;Together;27683;1;0;04/08/2012;90;152;9;121;12;45
6862;1971;Graduation;Divorced;1730;0;0;18/05/2014;65;1;1;3;1;1
4136;1992;Basic;Single;7500;1;0;03/12/2012;63;10;17;18;8;40
803;1968;Graduation;Together;40521;1;1;05/04/2013;82;12;0;5;0;4
4298;1973;PhD;Together;20427;1;0;24/03/2014;63;5;0;4;0;1
10833;1975;Graduation;Married;65106;0;1;24/05/2014;55;790;19;133;12;19
9606;1965;PhD;Married;69969;0;0;27/08/2013;64;882;29;514;38;44
8534;1952;Graduation;Married;67433;0;2;16/07/2013;51;615;28;259;12;30
5153;1967;PhD;Married;77766;0;1;22/02/2013;97;1004;59;265;115;27
961;1972;Graduation;Married;74716;0;1;12/09/2013;92;133;27;421;13;71
5011;1963;Graduation;Divorced;68118;0;1;18/10/2013;51;595;23;123;10;154
6653;1970;PhD;Married;55158;1;1;30/07/2012;72;293;0;87;4;23
9094;1955;2n Cycle;Married;62972;0;1;03/08/2012;39;313;15;47;20;192
810;1975;Graduation;Married;74190;0;1;12/05/2014;49;151;81;86;168;64
5493;1976;Graduation;Married;39356;1;1;19/03/2014;21;15;0;2;0;6
2147;1969;Graduation;Together;76653;0;0;16/08/2013;91;736;63;946;219;126
5107;1973;PhD;Divorced;35860;1;1;19/05/2014;37;15;0;8;4;20
3979;1983;PhD;Divorced;90687;0;0;22/05/2013;98;982;17;672;23;51
6049;1982;Master;Together;73450;0;0;05/12/2013;85;1142;51;415;90;37
8147;1960;Graduation;Married;31454;1;1;06/07/2013;40;28;0;11;0;9
1857;1952;Graduation;Single;47139;1;1;06/03/2014;2;46;0;12;0;23
3910;1975;Graduation;Divorced;83829;0;0;08/10/2013;78;897;161;430;186;27
5207;1963;PhD;Married;53378;1;1;24/09/2012;41;489;6;152;8;132
11114;1970;Graduation;Together;19656;1;0;08/02/2013;94;25;4;9;6;32
5429;1948;PhD;Married;45579;0;1;20/08/2013;10;145;1;33;2;1
9400;1958;2n Cycle;Single;85485;0;0;21/06/2014;73;630;26;611;44;54
1740;1944;Graduation;Married;55956;0;0;07/04/2014;22;760;38;104;50;38
7488;1963;Master;Single;64191;0;1;22/01/2013;30;420;15;186;151;15
195;1972;Graduation;Single;38808;1;0;26/08/2012;21;125;17;52;3;30
635;1966;Master;Married;57183;1;1;19/03/2013;51;464;5;64;7;70
7527;1968;Master;Divorced;23748;1;0;21/11/2012;97;6;6;29;12;8
10319;1971;Graduation;Married;66303;0;1;26/02/2013;56;1090;12;96;16;60
2296;1975;Master;Married;37368;1;0;16/12/2013;4;3;2;11;2;10
10637;1964;Graduation;Married;40800;1;2;01/01/2013;77;24;0;27;8;10
2931;1978;Graduation;Divorced;71847;0;0;21/09/2012;95;737;21;106;55;210
907;1975;Graduation;Married;46149;0;1;29/11/2013;36;254;6;71;4;27
3698;1983;Graduation;Together;78687;0;0;09/08/2012;13;817;185;687;145;241
9516;1971;2n Cycle;Divorced;49118;0;0;18/08/2012;90;620;54;239;99;119
679;1957;PhD;Married;37633;1;1;20/09/2012;49;13;4;20;0;1
7384;1951;Master;Together;39767;0;0;21/07/2013;18;113;61;204;34;47
5043;1951;Basic;Married;26997;0;0;05/11/2012;89;7;23;78;133;144
5267;1970;Graduation;Divorced;33986;1;0;14/03/2013;43;16;2;18;2;5
339;1972;PhD;Married;57091;0;1;23/11/2012;82;462;0;24;6;4
2516;1969;2n Cycle;Married;46831;1;1;08/06/2013;84;22;2;10;6;34
9010;1972;Master;Married;83151;0;0;10/02/2013;80;968;147;842;137;210
378;1971;Graduation;Married;52531;0;0;30/12/2012;68;283;112;151;51;125
4808;1956;Graduation;Married;15759;0;0;05/09/2013;12;1;2;5;6;3
5068;1971;Graduation;Single;22804;1;0;31/07/2013;75;14;1;7;2;1
7628;1973;2n Cycle;Married;43050;1;0;18/03/2014;10;30;5;24;6;8
7128;1977;PhD;Single;42997;1;1;07/12/2013;91;4;0;5;0;5
2811;1963;PhD;Single;48918;1;1;12/04/2014;21;52;0;9;0;1
3551;1954;Master;Together;60033;0;1;29/03/2014;28;62;1;57;19;48
1663;1978;PhD;Together;34043;1;0;25/10/2013;97;20;2;14;3;10
5543;1966;Graduation;Together;57811;0;1;24/06/2013;49;545;7;114;37;78
1577;1946;Graduation;Married;78569;0;0;19/02/2014;14;558;79;622;207;95
10641;1978;Graduation;Single;7500;1;1;27/12/2012;5;6;5;4;13;25
5336;1971;Master;Together;157733;1;0;04/06/2013;37;39;1;9;2;8
6024;1953;Graduation;Together;94384;0;0;04/03/2013;62;1111;24;790;160;172
1878;1985;2n Cycle;Married;23148;0;0;18/02/2014;83;4;6;8;6;10
3099;1970;Graduation;Divorced;44267;1;1;25/02/2013;48;183;5;65;3;49
6055;1979;Graduation;Married;71626;0;0;01/11/2012;94;546;72;376;94;72
5841;1966;Graduation;Together;60894;0;1;28/06/2013;61;606;7;155;10;54
3972;1976;Graduation;Together;50200;1;1;03/04/2013;70;266;6;51;8;64
4394;1965;PhD;Married;81051;0;0;23/05/2014;43;1142;29;249;38;14
5758;1982;Graduation;Married;65169;0;0;14/01/2014;23;1074;0;69;0;46
6658;1972;Graduation;Together;59868;0;1;22/07/2013;37;771;51;154;54;154
4603;1960;PhD;Married;65695;0;1;31/01/2014;50;371;32;189;0;6
8427;1956;Master;Single;64857;0;0;23/11/2012;78;556;14;717;210;43
10260;1965;Master;Together;45143;0;1;26/08/2013;74;202;5;74;11;14
7143;1955;2n Cycle;Together;74805;0;1;06/11/2013;14;209;162;209;41;37
8789;1989;2n Cycle;Married;59060;1;0;11/01/2014;77;35;40;111;36;12
6197;1962;PhD;Single;27238;1;1;20/04/2013;39;37;0;17;0;3
4554;1965;Graduation;Together;47009;0;1;01/10/2013;89;171;45;73;59;90
4937;1973;2n Cycle;Married;46094;1;1;10/06/2014;62;12;2;20;3;5
1920;1972;Graduation;Married;40321;1;1;29/07/2013;59;44;4;21;6;27
8749;1984;Graduation;Together;37235;1;0;01/02/2014;68;20;2;9;4;20
1650;1960;Master;Married;81843;0;0;22/04/2013;13;779;86;537;34;138
10377;1958;Master;Together;46692;0;1;06/06/2013;37;170;6;97;24;88
9206;1968;Graduation;Together;77382;0;1;07/01/2014;36;491;48;231;112;134
10971;1977;Graduation;Single;37774;2;0;03/09/2012;28;173;8;107;7;176
6398;1974;Basic;Married;18393;1;0;29/03/2014;2;7;10;13;16;4
9212;1962;Master;Married;72828;0;1;14/02/2013;17;1205;0;235;19;205
7937;1982;Graduation;Married;24711;0;0;18/04/2014;86;10;7;25;6;7
839;1975;PhD;Married;45503;1;0;25/09/2013;54;97;4;44;6;18
4246;1982;Master;Single;6560;0;0;12/12/2013;2;67;11;26;4;262
158;1945;PhD;Together;71604;0;0;17/11/2013;3;345;53;528;98;97
4832;1979;Graduation;Married;27244;1;0;07/03/2014;84;6;5;17;3;46
5621;1969;Graduation;Married;48752;1;1;12/12/2012;8;73;57;100;71;0
1945;1962;Graduation;Married;71434;0;1;18/09/2013;4;711;36;217;172;168
5147;1948;Graduation;Single;90842;0;0;29/07/2013;57;774;70;118;182;93
2535;1978;Master;Married;88097;1;0;18/08/2012;24;163;0;480;0;75
11039;1975;Graduation;Married;51948;0;1;17/09/2013;51;82;33;54;71;41
9495;1982;Graduation;Together;71853;0;0;08/05/2013;29;358;108;413;141;32
9635;1983;Master;Married;35876;0;0;20/04/2014;13;66;2;40;4;14
2173;1952;Graduation;Widow;40049;0;1;16/10/2013;23;13;6;7;0;3
942;1982;Graduation;Single;39660;1;0;08/08/2012;36;139;13;78;20;36
9386;1962;Graduation;Together;50127;0;1;29/05/2014;88;274;0;21;4;15
5510;1977;Master;Married;43263;0;1;21/11/2012;2;262;6;61;0;102
873;1949;Master;Married;62845;1;1;01/10/2012;3;1099;0;45;0;34
2253;1990;Graduation;Married;18929;0;0;16/02/2013;15;32;0;8;23;18
5181;1982;Basic;Single;24367;1;0;20/03/2013;58;2;4;2;0;5
979;1975;Graduation;Single;33249;1;0;20/02/2013;11;6;10;21;19;42
10390;1959;2n Cycle;Married;26887;0;1;10/02/2013;27;6;7;4;3;6
4698;1983;PhD;Married;50150;0;0;20/06/2013;32;135;46;92;65;11
7793;1976;Graduation;Together;62061;0;1;31/08/2013;12;641;7;84;0;38
1745;1962;PhD;Divorced;85696;0;0;03/05/2013;88;714;76;395;116;12
10590;1956;PhD;Together;76542;0;0;30/03/2013;91;794;73;573;0;14
5080;1993;Graduation;Single;70515;0;0;21/10/2013;12;420;0;452;182;140
8369;1987;Graduation;Together;18227;1;0;08/11/2012;21;1;2;7;4;11
5232;1965;Graduation;Married;69139;0;1;27/01/2014;23;86;12;75;33;6
2407;1982;Graduation;Married;69109;0;0;09/11/2012;10;823;25;459;124;95
3834;1962;Graduation;Single;69627;0;1;17/03/2013;35;231;161;215;171;53
7912;1978;Graduation;Married;38136;1;0;22/04/2013;69;8;15;27;0;33
7712;1946;PhD;Single;62159;0;0;28/04/2014;68;182;17;259;77;29
1065;1963;Graduation;Single;80695;0;0;29/12/2013;85;557;129;984;193;18
7275;1971;Master;Single;33316;1;1;04/10/2013;34;79;1;31;4;12
1343;1968;Graduation;Together;58554;1;1;26/09/2012;55;368;24;68;38;88
1384;1992;Basic;Married;17256;1;0;23/11/2013;10;6;4;14;8;22
9967;1974;Graduation;Divorced;53034;1;1;30/05/2013;30;160;15;196;15;50
6181;1950;2n Cycle;Together;52203;0;0;31/07/2012;36;488;21;238;56;28
10507;1977;2n Cycle;Divorced;59601;0;1;25/07/2013;14;691;7;69;0;23
2674;1958;Master;Single;75154;0;1;04/09/2012;79;543;10;205;160;82
2698;1976;Graduation;Single;47025;0;1;07/11/2013;52;254;7;108;20;26
3231;1973;Graduation;Married;37971;1;0;25/11/2013;97;5;4;10;2;7
4096;1968;Master;Divorced;41335;1;0;26/12/2013;24;112;19;21;16;5
10476;1958;Graduation;Married;67267;0;1;13/05/2014;0;134;11;59;15;30
5948;1975;Graduation;Single;57338;0;1;29/04/2014;96;143;6;52;11;17
9140;1960;2n Cycle;Together;50523;1;1;25/12/2013;89;51;4;24;4;1
10258;1965;Master;Single;35791;2;1;06/05/2013;94;27;0;5;0;3
5675;1960;PhD;Divorced;50611;0;1;04/10/2012;98;459;0;24;6;4
4743;1969;PhD;Married;56242;0;1;03/03/2013;72;689;8;167;11;88
8805;1960;Graduation;Single;48904;0;1;02/12/2012;1;283;10;38;0;27
1542;1975;Graduation;Single;56243;1;2;30/12/2013;26;347;0;35;4;7
6770;1985;Graduation;Married;21355;1;0;20/08/2013;5;5;13;14;0;31
8773;1971;Master;Together;57420;0;1;25/06/2013;22;280;0;18;0;24
10475;1970;Master;Together;;0;1;01/04/2013;39;187;5;65;26;14
10420;1955;Master;Divorced;46390;0;1;05/05/2014;56;95;14;64;2;38
7514;1956;2n Cycle;Together;54342;1;1;03/07/2013;74;84;10;34;11;28
2902;1958;Graduation;Together;;1;1;03/09/2012;87;19;4;12;2;6
4345;1964;2n Cycle;Single;;1;1;12/01/2014;49;5;1;9;2;4
793;1973;Graduation;Married;20895;1;0;06/10/2012;24;18;3;17;3;4
10909;1948;Graduation;Married;92344;0;0;15/01/2014;9;992;24;694;51;119
3769;1972;PhD;Together;;1;0;02/03/2014;17;25;1;13;0;3
8702;1976;2n Cycle;Together;26907;1;1;20/08/2013;10;9;1;7;0;2
4791;1980;Graduation;Together;44964;1;1;16/12/2012;35;19;1;17;2;2
2963;1979;Graduation;Together;75507;0;0;02/05/2014;56;709;93;374;104;80
8216;1972;Master;Married;53761;1;1;11/10/2013;7;158;0;76;13;71
8140;1973;Graduation;Together;22682;1;0;03/10/2013;51;10;14;29;4;36
10146;1972;PhD;Together;38887;1;0;02/03/2014;17;25;1;13;0;3
